timestamp,cpu_percent,ram_used_mb,ram_percent,read_MBps,write_MBps,read_IOPS,write_IOPS
15:27:28,97.90,67.11,0.03,0.00,0.00,1818.56,72.03
15:27:29,102.90,118.99,0.05,0.00,0.00,261.80,11.86
15:27:30,137.90,202.46,0.08,0.00,126.04,0.00,126.54
15:27:31,134.90,202.46,0.08,0.00,253.08,0.00,506.16
15:27:32,139.90,202.46,0.08,0.00,126.28,0.00,252.56
15:27:33,139.90,202.46,0.08,0.00,126.62,0.00,253.23
15:27:34,132.90,206.16,0.08,0.00,252.93,0.00,505.86
15:27:35,138.90,206.16,0.08,0.00,126.31,0.00,252.63
15:27:36,135.90,206.16,0.08,0.00,212.86,0.00,425.98
15:27:37,136.90,206.16,0.08,0.00,166.60,0.00,332.93
15:27:38,138.90,206.16,0.08,0.00,126.28,0.00,252.55
15:27:39,132.90,206.94,0.08,0.00,253.03,0.00,506.06
15:27:40,138.90,206.94,0.08,0.00,126.28,0.00,252.56
15:27:41,85.90,206.94,0.08,0.00,126.51,0.00,253.03
15:27:42,138.90,207.05,0.08,0.00,126.25,0.00,252.50
15:27:43,133.90,207.05,0.08,0.00,251.12,0.00,502.09
15:27:44,138.90,207.05,0.08,0.00,127.68,0.00,255.51
15:27:45,139.90,207.05,0.08,0.00,126.32,0.00,252.65
15:27:46,133.90,207.05,0.08,0.00,252.96,0.00,505.92
15:27:47,138.90,207.82,0.08,0.00,126.27,0.00,252.55
15:27:48,135.90,207.82,0.08,0.00,252.69,0.00,505.38
15:27:49,142.80,207.82,0.08,0.00,126.27,0.00,252.54
15:27:50,135.90,207.82,0.08,0.00,252.59,0.00,505.18
15:27:51,142.80,207.82,0.08,0.00,126.54,0.00,253.09
15:27:52,137.90,207.82,0.08,0.00,252.62,0.00,505.25
15:27:53,139.90,208.03,0.08,0.00,175.50,0.00,350.20
15:27:54,140.90,208.03,0.08,0.00,203.28,0.00,407.35
15:27:55,137.90,208.03,0.08,0.00,250.56,0.00,501.13
15:27:56,142.80,208.17,0.08,0.00,128.24,0.00,256.48
15:27:57,135.90,208.17,0.08,0.00,252.79,0.00,505.58
15:27:58,141.80,208.17,0.08,0.00,126.55,0.00,253.09
15:27:59,135.90,208.17,0.08,0.00,252.53,0.00,505.06
15:28:00,142.80,208.17,0.08,0.00,128.22,0.00,256.44
15:28:01,137.90,208.17,0.08,0.00,250.54,0.00,501.08
15:28:02,139.90,208.17,0.08,0.00,193.35,0.00,386.69
15:28:03,140.80,208.17,0.08,0.00,185.42,0.00,370.85
15:28:05,137.90,208.17,0.08,0.00,252.56,0.00,505.12
15:28:06,142.90,208.17,0.08,0.00,126.28,0.00,252.56
15:28:07,136.90,208.22,0.08,0.00,252.54,0.00,505.07
15:28:08,142.80,208.22,0.08,0.00,126.27,0.00,252.54
15:28:09,137.90,208.22,0.08,0.00,252.56,0.00,505.12
15:28:10,140.90,208.22,0.08,0.00,177.57,0.00,355.14
15:28:11,138.90,208.22,0.08,0.00,201.31,0.00,402.63
15:28:12,136.90,208.22,0.08,0.00,201.23,0.00,402.46
15:28:13,139.90,208.22,0.08,0.00,186.74,0.00,373.90
15:28:14,139.90,208.22,0.08,0.00,192.22,0.00,384.01
15:28:15,137.90,208.22,0.08,0.00,253.15,0.00,506.29
15:28:16,142.90,208.22,0.08,0.00,126.27,0.00,252.54
15:28:17,137.90,208.22,0.08,0.00,252.63,0.00,505.25
15:28:18,141.90,208.28,0.08,0.00,134.47,0.00,269.42
15:28:19,137.90,208.28,0.08,0.00,244.35,0.00,488.23
15:28:20,138.90,208.28,0.08,0.00,241.71,0.00,483.42
15:28:21,92.90,208.28,0.08,0.00,137.18,0.00,274.36
15:28:22,141.90,208.28,0.08,0.00,126.50,0.00,253.01
15:28:23,135.90,208.28,0.08,0.00,252.56,0.00,505.12
15:28:24,142.90,208.28,0.08,0.00,150.25,0.00,300.50
15:28:25,138.90,208.28,0.08,0.00,228.89,0.00,457.78
15:28:26,138.90,208.28,0.08,0.00,239.02,0.00,478.76
15:28:27,141.90,208.28,0.08,0.00,139.92,0.00,279.12
15:28:28,135.90,208.28,0.08,0.00,252.53,0.00,505.05
15:28:29,142.90,208.28,0.08,0.00,126.28,0.00,252.55
15:28:30,135.90,208.28,0.08,0.00,252.53,0.00,505.07
15:28:31,141.90,208.28,0.08,0.00,160.71,0.00,320.68
15:28:32,137.90,208.28,0.08,0.00,218.49,0.00,437.73
15:28:33,137.90,208.28,0.08,0.00,223.14,0.00,446.74
15:28:34,140.90,208.28,0.08,0.00,155.57,0.00,310.69
15:28:35,136.90,208.28,0.08,0.00,252.50,0.00,505.01
15:28:36,93.90,208.28,0.08,0.00,126.25,0.00,252.50
15:28:37,141.90,208.28,0.08,0.00,153.90,0.00,308.75
15:28:38,137.90,208.28,0.08,0.00,225.09,0.00,449.23
