timestamp,cpu_percent,ram_used_mb,ram_percent,read_MBps,write_MBps,read_IOPS,write_IOPS
21:02:39,115.00,143.91,0.96,0.07,63.77,2501.81,205.25
21:02:40,161.00,143.91,0.96,0.00,349.60,0.00,698.30
21:02:41,167.00,143.91,0.96,0.00,349.96,0.00,700.83
21:02:42,165.00,143.91,0.96,0.00,382.17,0.00,764.34
21:02:43,167.00,143.91,0.96,0.00,334.99,0.00,669.97
21:02:44,170.00,143.91,0.96,0.00,365.88,0.00,731.76
21:02:45,252.00,309.41,2.07,0.00,234.37,256.80,587.25
21:02:46,502.90,374.72,2.51,0.00,203.41,278.46,679.25
21:02:47,380.40,374.72,2.51,0.00,188.61,365.52,582.04
21:02:48,487.90,376.72,2.53,0.00,200.31,357.46,703.03
21:02:49,467.30,376.97,2.53,0.00,221.68,286.54,698.44
21:02:50,414.00,376.97,2.53,0.00,196.86,384.61,648.29
21:02:51,512.90,376.97,2.53,0.00,228.62,259.00,760.06
21:02:52,390.80,376.97,2.53,0.00,158.73,384.24,522.52
21:02:53,480.90,376.97,2.53,0.00,234.15,324.33,770.90
21:02:54,478.60,376.97,2.53,0.00,183.80,315.91,619.93
21:02:55,412.90,376.97,2.53,0.00,195.76,380.36,647.21
21:02:56,516.90,376.97,2.53,0.00,232.52,264.88,770.74
21:02:57,408.10,376.97,2.53,0.00,158.70,383.62,520.77
21:02:58,480.00,376.97,2.53,0.00,231.41,334.40,768.33
21:02:59,479.90,376.97,2.53,0.00,190.41,308.86,645.62
21:03:00,412.00,376.97,2.53,0.00,196.30,386.47,637.47
21:03:01,517.90,376.97,2.53,0.00,232.57,285.84,770.88
21:03:02,447.00,376.97,2.53,0.00,189.30,358.75,627.81
21:03:03,442.90,376.97,2.53,0.00,201.38,388.31,663.12
21:03:04,516.90,376.97,2.53,0.00,193.42,257.35,683.63
21:03:05,413.00,376.97,2.53,0.00,199.31,385.51,610.64
21:03:06,480.90,376.97,2.53,0.00,223.07,311.73,751.95
21:03:07,442.90,376.97,2.53,0.00,187.45,330.79,603.79
21:03:08,446.90,376.97,2.53,0.00,198.20,371.42,677.13
21:03:09,508.90,376.97,2.53,0.00,196.28,271.94,671.39
21:03:10,302.50,512.18,3.43,0.00,151.78,512.62,443.08
21:03:11,384.90,512.35,3.44,0.00,228.58,511.85,664.90
21:03:12,421.90,514.35,3.45,0.00,253.14,512.98,705.22
21:03:13,399.00,514.35,3.45,0.00,267.23,511.92,743.98
21:03:14,400.90,516.47,3.46,0.00,229.24,511.86,669.89
21:03:15,385.90,516.47,3.46,0.00,225.94,605.51,645.35
21:03:16,386.00,516.47,3.46,0.00,225.73,539.95,641.57
21:03:17,384.90,516.47,3.46,0.00,191.67,555.29,573.20
21:03:18,385.00,516.47,3.46,0.00,195.88,577.90,581.89
21:03:19,386.00,516.47,3.46,0.00,225.66,540.76,641.34
21:03:20,386.90,516.60,3.46,0.00,225.51,488.63,640.89
21:03:21,386.00,516.72,3.46,0.00,225.77,510.14,641.66
21:03:22,386.90,516.72,3.46,0.00,225.72,540.90,641.51
21:03:23,385.90,516.85,3.47,0.00,225.78,513.15,641.68
21:03:24,395.30,517.10,3.47,0.00,225.44,511.37,640.71
21:03:25,398.90,517.10,3.47,0.00,228.41,510.37,666.95
21:03:26,408.90,517.10,3.47,0.00,224.98,509.33,641.12
21:03:27,418.90,517.10,3.47,0.00,229.04,509.83,670.51
21:03:28,419.40,517.10,3.47,0.00,228.95,511.60,670.24
21:03:29,381.90,517.10,3.47,0.00,228.55,531.11,669.83
21:03:30,378.90,518.35,3.48,0.00,225.72,509.03,641.51
21:03:31,379.90,518.47,3.48,0.00,225.77,516.13,641.68
21:03:32,387.00,518.47,3.48,0.00,223.62,494.20,623.73
21:03:33,383.90,518.47,3.48,0.00,228.09,512.90,660.29
21:03:34,385.90,518.47,3.48,0.00,225.09,560.23,640.68
21:03:35,385.90,518.47,3.48,0.00,225.78,599.83,641.68
21:03:36,386.00,518.47,3.48,0.00,221.80,552.04,633.75
21:03:37,386.90,518.47,3.48,0.00,171.24,558.58,531.79
21:03:38,385.00,518.47,3.48,0.00,219.66,546.69,629.34
21:03:39,386.90,518.47,3.48,0.00,225.30,503.11,640.32
21:03:40,386.90,518.47,3.48,0.00,225.75,522.06,641.61
21:03:41,397.00,442.53,2.97,0.00,225.67,1171.99,644.79
21:03:42,416.90,465.79,3.12,0.00,225.76,1028.26,640.67
21:03:43,253.00,627.54,4.21,0.00,80.99,1468.34,258.00
21:03:44,414.90,627.79,4.21,0.00,225.69,1027.91,641.45
21:03:45,296.00,627.92,4.21,0.00,146.37,1175.53,396.49
21:03:46,375.90,628.04,4.21,0.00,160.35,1306.89,502.04
21:03:47,407.90,628.17,4.21,0.00,225.75,1107.94,641.65
21:03:48,378.00,628.29,4.21,0.00,172.45,1254.27,487.16
21:03:49,294.00,628.29,4.21,0.00,197.85,1468.95,538.41
21:03:50,420.90,628.29,4.21,0.00,167.99,1181.73,526.10
21:03:51,399.80,628.29,4.21,0.00,215.55,1019.31,597.25
21:03:52,257.90,628.29,4.21,0.00,147.75,1460.11,413.50
21:03:53,414.00,628.29,4.21,0.00,225.78,1167.75,641.67
21:03:54,415.90,628.29,4.21,0.00,217.55,1028.38,623.17
21:03:55,333.90,628.29,4.21,0.00,92.14,1460.11,304.52
21:03:56,331.00,628.29,4.21,0.00,220.96,1467.11,607.15
