timestamp,cpu_percent,ram_used_mb,ram_percent,read_MBps,write_MBps,read_IOPS,write_IOPS
20:11:38,113.00,112.07,0.75,0.00,127.48,2496.77,364.51
20:11:39,156.00,112.07,0.75,0.00,478.12,0.00,956.24
20:11:40,153.00,112.07,0.75,0.00,436.58,0.00,873.41
20:11:41,149.00,112.07,0.75,0.00,455.81,0.00,911.38
20:11:42,150.00,112.07,0.75,0.00,445.85,0.00,891.69
20:11:43,177.00,412.44,2.77,0.00,139.43,256.87,361.40
20:11:44,227.00,413.44,2.77,0.00,139.99,256.71,444.76
20:11:45,223.00,413.45,2.77,0.00,127.56,256.55,418.64
20:11:46,243.00,413.21,2.77,0.00,141.92,255.14,472.56
20:11:47,258.90,413.96,2.78,0.00,133.46,181.66,466.56
20:11:48,253.00,414.71,2.78,0.00,156.02,171.29,513.86
20:11:49,252.00,414.71,2.78,0.00,152.58,158.40,494.13
20:11:50,221.00,414.71,2.78,0.00,117.02,256.67,391.96
20:11:51,215.00,414.71,2.78,0.00,118.96,256.03,394.51
20:11:52,221.00,414.71,2.78,0.00,141.98,256.98,437.27
20:11:53,222.00,414.71,2.78,0.00,122.37,256.86,409.18
20:11:54,238.00,414.83,2.78,0.00,124.07,256.63,435.67
20:11:55,257.00,414.83,2.78,0.00,174.25,230.15,551.97
20:11:56,253.00,415.33,2.78,0.00,152.07,143.44,506.01
20:11:57,254.00,415.33,2.78,0.00,156.01,170.28,513.84
20:11:58,240.00,415.33,2.78,0.00,131.71,224.17,438.37
20:11:59,224.00,415.33,2.78,0.00,117.94,255.80,400.12
20:12:00,218.00,415.33,2.78,0.00,116.16,256.68,384.03
20:12:01,219.00,415.33,2.78,0.00,118.62,256.99,399.43
20:12:02,222.00,415.33,2.78,0.00,147.82,254.90,455.25
20:12:03,243.90,415.33,2.78,0.00,128.55,255.93,450.36
20:12:04,251.90,415.33,2.78,0.00,154.02,180.24,509.85
20:12:05,252.90,415.33,2.78,0.00,152.05,130.47,505.95
20:12:06,237.00,415.33,2.78,0.00,148.86,201.24,474.21
20:12:07,216.00,415.33,2.78,0.00,116.29,255.97,384.46
20:12:08,219.00,415.33,2.78,0.00,116.84,256.30,391.40
20:12:09,218.00,415.33,2.78,0.00,116.73,255.05,391.01
20:12:10,219.90,415.33,2.78,0.00,122.54,256.49,407.60
20:12:11,255.00,415.33,2.78,0.00,155.07,256.99,512.00
20:12:12,257.00,415.33,2.78,0.00,168.25,136.48,539.93
20:12:13,254.90,415.33,2.78,0.00,156.05,144.42,513.95
20:12:14,221.00,415.33,2.78,0.00,118.52,231.09,387.48
20:12:15,219.90,415.33,2.78,0.00,128.48,255.89,419.18
20:12:16,218.90,415.33,2.78,0.00,116.50,255.97,386.44
20:12:17,221.00,415.33,2.78,0.00,117.75,255.41,399.51
20:12:18,229.90,415.33,2.78,0.00,129.92,254.91,434.44
20:12:19,253.00,380.67,2.55,0.00,176.28,224.15,587.78
20:12:20,224.00,415.30,2.78,0.00,153.20,287.86,413.36
20:12:21,149.00,673.42,4.51,0.00,74.25,510.16,208.43
20:12:22,245.00,673.40,4.51,0.00,191.35,430.18,557.63
20:12:23,249.90,673.40,4.51,0.00,191.93,81.67,559.76
20:12:24,182.00,673.32,4.51,0.00,112.49,509.37,319.72
20:12:25,184.00,675.07,4.53,0.00,115.54,511.15,336.13
20:12:26,261.00,675.19,4.53,0.00,224.99,278.91,639.49
20:12:27,244.90,675.19,4.53,0.00,189.50,232.07,541.82
20:12:28,178.00,677.19,4.54,0.00,112.68,511.19,320.24
20:12:29,197.00,677.19,4.54,0.00,148.53,509.24,414.94
20:12:30,262.90,677.19,4.54,0.00,209.98,300.71,607.37
20:12:31,241.90,677.19,4.54,0.00,171.38,209.03,499.68
20:12:32,179.00,677.19,4.54,0.00,112.70,510.30,320.31
20:12:33,197.00,677.19,4.54,0.00,149.35,509.33,420.96
20:12:34,260.00,678.82,4.55,0.00,225.71,241.05,639.48
20:12:35,226.00,678.82,4.55,0.00,154.57,270.01,455.33
20:12:36,179.00,678.82,4.55,0.00,112.86,510.31,321.31
20:12:37,210.00,678.82,4.55,0.00,151.72,511.10,437.52
20:12:38,261.90,678.82,4.55,0.00,225.73,15.94,639.55
20:12:39,177.00,678.82,4.55,0.00,112.08,496.21,312.87
20:12:40,181.00,678.82,4.55,0.00,113.46,510.11,326.15
20:12:41,258.00,678.82,4.55,0.00,199.83,253.03,587.74
20:12:42,229.00,678.82,4.55,0.00,179.79,258.01,502.07
20:12:43,177.00,678.82,4.55,0.00,112.46,510.42,318.39
20:12:44,212.90,678.82,4.55,0.00,152.48,485.22,444.54
20:12:45,259.90,678.82,4.55,0.00,225.66,140.42,639.38
20:12:46,197.00,678.82,4.55,0.00,116.36,395.50,344.69
20:12:47,178.00,678.82,4.55,0.00,112.47,510.26,319.66
20:12:48,240.90,678.82,4.55,0.00,189.68,392.10,547.95
20:12:49,258.00,678.82,4.55,0.00,224.56,117.54,628.54
20:12:50,179.00,678.82,4.55,0.00,112.86,509.67,321.90
20:12:51,183.00,678.82,4.55,0.00,113.30,510.18,326.55
20:12:52,261.90,678.82,4.55,0.00,204.08,319.61,595.55
20:12:53,231.90,678.82,4.55,0.00,175.57,190.21,497.92
20:12:54,172.00,678.82,4.55,0.00,111.63,511.32,312.36
20:12:55,214.90,678.82,4.55,0.00,152.53,510.17,444.66
20:12:56,265.00,678.82,4.55,0.00,225.89,96.59,641.26
20:12:57,202.00,678.82,4.55,0.00,116.40,414.55,344.79
20:12:58,166.00,678.82,4.55,9.96,110.42,511.90,302.76
20:12:59,252.90,678.82,4.55,9.09,192.73,417.30,567.69
20:13:00,257.00,678.82,4.55,0.00,223.60,94.65,621.70
20:13:01,165.00,678.82,4.55,34.73,79.59,509.01,248.06
20:13:02,186.00,678.82,4.55,34.75,147.48,510.32,407.07
20:13:03,264.00,710.92,4.77,0.00,226.99,0.00,688.52
20:13:04,130.00,896.05,6.01,0.00,5.39,1468.87,39.86
20:13:05,245.00,899.30,6.03,0.00,187.72,1133.55,501.15
20:13:06,239.00,899.30,6.03,0.00,185.54,332.80,512.15
20:13:07,153.00,902.30,6.05,0.00,42.52,1463.78,144.99
20:13:08,265.90,902.26,6.05,0.00,222.79,748.46,621.40
20:13:09,217.00,902.26,6.05,0.00,117.12,716.99,350.53
20:13:10,161.00,901.89,6.05,0.00,96.24,1462.91,264.00
20:13:11,279.00,904.89,6.07,0.00,205.83,420.44,599.77
20:13:12,180.00,904.89,6.07,0.00,110.34,1044.44,301.82
20:13:13,197.00,905.01,6.07,0.00,114.60,1421.20,335.45
20:13:14,275.90,905.01,6.07,0.00,225.67,241.02,639.41
20:13:15,181.00,905.01,6.07,0.00,78.83,1265.12,239.08
20:13:16,196.00,905.01,6.07,0.00,136.43,1462.98,379.14
20:13:17,278.90,905.01,6.07,0.00,203.72,0.00,594.42
20:13:18,149.00,905.01,6.07,0.00,72.18,1464.59,191.77
20:13:19,228.90,905.01,6.07,0.00,152.78,1276.22,446.58
20:13:20,251.90,905.01,6.07,0.00,188.14,187.23,531.81
20:13:21,144.00,905.01,6.07,0.00,40.76,1468.11,131.47
20:13:22,261.00,905.01,6.07,0.00,211.48,814.69,593.59
20:13:23,230.00,905.01,6.07,0.00,143.96,653.53,415.43
20:13:24,159.00,905.01,6.07,0.00,67.90,1466.17,202.20
20:13:25,269.90,905.01,6.07,0.00,217.91,849.76,617.47
20:13:26,224.00,905.01,6.07,0.00,151.16,615.49,430.25
20:13:27,159.00,905.01,6.07,0.00,75.35,1461.35,216.42
20:13:28,276.00,905.01,6.07,0.00,210.96,641.27,603.55
20:13:29,203.00,905.01,6.07,0.00,127.94,824.67,360.54
20:13:30,176.00,905.01,6.07,0.00,78.56,1463.22,240.23
20:13:31,281.00,905.01,6.07,0.00,225.71,264.97,639.51
20:13:32,183.00,905.01,6.07,0.00,105.71,1201.17,292.82
20:13:33,197.00,905.01,6.07,0.00,119.64,1464.01,345.64
20:13:34,280.90,905.01,6.07,0.00,216.78,45.83,621.70
20:13:35,169.00,905.01,6.07,0.00,85.65,1420.77,241.11
20:13:36,211.90,905.01,6.07,0.00,116.74,1463.12,351.39
20:13:37,275.90,905.01,6.07,0.00,224.68,0.00,629.68
20:13:38,147.00,905.01,6.07,1.99,40.49,1468.23,129.49
20:13:39,236.00,905.01,6.07,1.98,185.77,1088.61,518.48
20:13:40,238.00,905.01,6.07,0.00,153.38,376.60,446.34
20:13:41,142.00,905.01,6.07,1.99,61.31,1465.82,171.05
20:13:42,275.90,905.01,6.07,0.99,204.01,720.42,595.39
20:13:43,220.00,905.01,6.07,0.00,150.14,743.26,422.44
20:13:44,160.00,905.01,6.07,9.94,75.44,1463.21,216.70
20:13:45,279.90,905.01,6.07,18.86,224.94,549.94,637.29
