timestamp,cpu_percent,ram_used_mb,ram_percent,read_MBps,write_MBps,read_IOPS,write_IOPS
20:52:54,118.00,144.38,0.97,0.07,63.56,2480.82,204.58
20:52:55,164.00,144.38,0.97,0.00,380.71,0.00,761.42
20:52:56,166.00,144.38,0.97,0.00,441.11,0.00,881.90
20:52:57,169.00,144.38,0.97,0.00,385.15,0.00,770.63
20:52:58,166.00,144.38,0.97,0.00,446.13,0.00,892.26
20:52:59,139.00,276.50,1.85,0.00,318.62,129.49,683.31
20:53:00,349.00,357.95,2.40,0.00,160.23,258.96,497.00
20:53:01,359.90,359.10,2.41,0.00,200.63,281.62,668.35
20:53:02,305.00,359.10,2.41,0.00,154.10,362.64,512.08
20:53:03,352.00,359.23,2.41,0.00,187.23,257.11,615.87
20:53:04,352.90,359.23,2.41,0.00,196.74,281.72,660.66
20:53:05,306.90,359.23,2.41,0.00,157.07,360.62,518.02
20:53:06,348.90,359.23,2.41,0.00,188.14,257.09,616.81
20:53:07,365.90,359.23,2.41,0.00,194.68,267.67,657.27
20:53:08,307.00,359.23,2.41,0.00,159.07,375.56,522.00
20:53:09,359.00,359.23,2.41,0.00,189.85,257.99,633.52
20:53:10,347.90,359.23,2.41,0.00,191.93,304.35,638.44
20:53:11,307.00,359.23,2.41,0.00,159.12,337.79,522.13
20:53:12,352.00,359.23,2.41,0.00,188.79,258.53,618.47
20:53:13,360.90,359.23,2.41,0.00,198.17,257.50,663.15
20:53:14,305.90,359.23,2.41,0.00,153.10,385.57,511.11
20:53:15,360.00,359.23,2.41,0.00,192.81,257.95,639.39
20:53:16,347.90,359.23,2.41,0.00,191.94,299.41,638.47
20:53:17,312.00,359.23,2.41,0.00,152.14,342.79,508.20
20:53:18,357.00,359.23,2.41,0.00,197.50,258.14,645.84
20:53:19,355.00,359.23,2.41,0.00,191.31,304.86,641.61
20:53:20,304.90,359.23,2.41,0.00,154.13,338.79,512.16
20:53:21,353.00,360.73,2.42,0.00,196.18,259.11,633.82
20:53:22,352.90,360.73,2.42,0.00,179.40,274.91,625.51
20:53:23,301.90,360.73,2.42,0.00,155.12,338.79,514.16
20:53:24,304.90,360.73,2.42,0.00,166.97,285.94,537.01
20:53:25,347.00,360.73,2.42,0.00,196.16,257.70,635.79
20:53:26,348.90,360.73,2.42,0.00,161.25,256.86,575.20
20:53:27,282.00,361.44,2.42,0.00,163.64,385.04,548.78
20:53:28,270.00,363.88,2.44,0.00,210.26,512.05,528.98
20:53:29,259.00,493.30,3.31,0.00,154.60,510.95,462.34
20:53:30,307.90,493.42,3.31,0.00,225.70,421.33,641.45
20:53:31,310.90,493.55,3.31,0.00,225.74,376.59,641.59
20:53:32,277.00,493.55,3.31,0.00,155.73,484.02,466.09
20:53:33,265.00,493.55,3.31,0.00,217.83,511.21,584.80
20:53:34,280.90,493.55,3.31,0.00,158.52,512.22,488.31
20:53:35,307.90,493.55,3.31,0.00,225.79,490.25,641.70
20:53:36,311.90,493.55,3.31,0.00,225.66,402.33,641.33
20:53:37,311.00,493.55,3.31,0.00,223.85,391.51,625.62
20:53:38,259.00,493.55,3.31,0.00,155.14,511.79,465.08
20:53:39,265.00,493.55,3.31,0.00,154.87,510.94,464.31
20:53:40,286.00,493.55,3.31,0.00,222.37,509.88,620.98
20:53:41,311.90,493.55,3.31,0.00,224.78,457.30,638.83
20:53:42,312.90,493.55,3.31,0.00,225.77,404.52,641.65
