timestamp,cpu_percent,ram_used_mb,ram_percent,read_MBps,write_MBps,read_IOPS,write_IOPS
21:22:39,109.00,181.16,1.22,0.09,0.00,2493.19,140.99
21:22:40,148.00,208.41,1.40,0.00,382.49,0.00,637.48
21:22:41,147.00,208.41,1.40,0.00,382.49,0.00,764.99
21:22:42,146.00,208.41,1.40,0.00,382.48,0.00,764.96
21:22:43,145.00,208.41,1.40,0.00,381.12,0.00,762.24
21:22:44,149.00,208.54,1.40,0.00,382.39,0.00,764.77
21:22:45,264.90,388.90,2.61,0.00,147.58,232.88,536.42
21:22:46,297.90,423.52,2.84,0.00,155.10,287.90,390.51
21:22:47,353.90,422.46,2.83,0.00,160.94,262.04,571.91
21:22:48,298.90,424.84,2.85,0.00,186.07,325.76,589.76
21:22:49,335.00,424.84,2.85,0.00,254.72,260.07,731.38
21:22:50,336.90,424.84,2.85,0.00,159.53,322.26,565.19
21:22:51,355.90,424.84,2.85,0.00,161.73,304.78,581.67
21:22:52,319.90,424.84,2.85,0.00,156.21,283.98,528.10
21:22:53,341.90,424.84,2.85,0.00,161.15,325.79,575.85
21:22:54,358.90,424.84,2.85,0.00,160.48,260.02,567.86
21:22:55,308.00,424.84,2.85,0.00,221.35,324.76,663.47
21:22:56,352.90,424.84,2.85,0.00,223.30,260.57,696.17
21:22:57,318.00,424.96,2.85,0.00,156.41,327.78,532.02
21:22:58,346.90,424.96,2.85,0.00,161.77,323.73,581.71
21:22:59,342.00,424.96,2.85,0.00,158.56,263.03,549.97
21:23:00,321.00,424.96,2.85,0.00,158.27,325.19,550.94
21:23:01,353.90,424.96,2.85,0.00,227.74,265.00,715.30
21:23:02,326.00,424.96,2.85,0.00,218.63,319.86,657.65
21:23:03,341.90,424.96,2.85,0.00,159.95,325.13,566.74
21:23:04,355.00,424.96,2.85,0.00,160.26,260.02,565.87
21:23:05,304.90,424.96,2.85,0.00,156.21,324.94,532.62
21:23:06,333.00,424.96,2.85,0.00,158.77,259.04,551.96
21:23:07,322.90,424.96,2.85,0.00,157.90,272.83,549.62
21:23:08,324.00,424.96,2.85,0.00,156.79,313.76,533.89
21:23:09,336.90,424.96,2.85,0.00,202.88,306.32,650.32
21:23:10,303.90,424.96,2.85,0.00,176.20,278.88,561.74
21:23:11,358.90,424.96,2.85,0.00,224.34,259.03,703.37
21:23:12,297.90,424.96,2.85,0.00,155.33,324.81,522.09
21:23:13,304.90,535.74,3.59,0.00,156.65,326.79,627.68
21:23:14,288.00,621.12,4.16,0.00,155.88,448.43,346.78
21:23:15,281.00,622.74,4.18,0.00,158.98,514.92,496.00
21:23:16,271.00,622.74,4.18,0.00,283.38,387.64,725.45
21:23:17,285.90,622.74,4.18,0.00,158.82,505.67,497.74
21:23:18,301.00,624.49,4.19,0.00,158.75,396.47,492.10
21:23:19,272.00,624.49,4.19,0.00,156.86,517.01,480.15
21:23:20,312.90,624.49,4.19,0.00,287.84,456.66,768.69
21:23:21,298.00,624.49,4.19,0.00,159.56,442.32,498.11
21:23:22,261.90,624.49,4.19,0.00,155.27,514.17,469.41
21:23:23,303.90,624.49,4.19,0.00,289.49,402.47,773.05
21:23:24,275.00,624.49,4.19,0.00,155.26,499.17,466.29
21:23:25,291.00,624.49,4.19,0.00,160.09,513.99,504.03
21:23:26,280.00,624.49,4.19,0.00,195.93,389.56,551.96
21:23:27,278.90,624.49,4.19,0.00,246.73,482.70,672.80
21:23:28,286.00,624.62,4.19,0.00,157.71,419.48,484.25
21:23:29,278.90,624.62,4.19,0.00,157.37,476.27,485.22
21:23:30,266.90,624.62,4.19,0.00,187.31,424.27,528.85
21:23:31,291.90,624.62,4.19,0.00,255.50,467.17,696.28
21:23:32,280.90,624.62,4.19,0.00,156.06,434.35,472.21
21:23:33,276.90,624.62,4.19,0.00,159.32,518.13,498.20
21:23:34,280.90,624.74,4.19,0.00,279.41,386.66,717.51
21:23:35,285.00,624.74,4.19,0.00,163.79,479.06,509.93
21:23:36,318.00,624.74,4.19,0.00,161.71,425.38,514.05
21:23:37,272.00,624.74,4.19,0.00,204.38,516.45,569.19
21:23:38,294.90,624.74,4.19,0.00,237.33,498.58,655.20
21:23:39,315.90,624.74,4.19,0.00,161.88,403.19,516.68
21:23:40,286.90,624.74,4.19,0.00,202.86,515.29,568.01
21:23:41,288.90,624.74,4.19,0.00,239.69,511.97,657.39
21:23:42,318.90,624.74,4.19,0.00,161.98,469.22,518.03
21:23:43,298.90,624.74,4.19,0.00,275.32,435.36,725.27
21:23:44,303.00,624.74,4.19,0.00,169.73,516.08,516.08
21:23:45,298.00,624.74,4.19,0.00,159.40,510.63,500.70
21:23:46,315.00,624.74,4.19,0.00,289.48,446.26,772.99
21:23:47,299.00,624.74,4.19,0.00,157.61,459.07,483.96
21:23:48,296.00,624.74,4.19,0.00,158.95,511.26,499.37
21:23:49,248.90,551.18,3.70,0.00,150.37,1094.35,559.07
21:23:50,268.90,680.37,4.56,0.00,152.39,1100.27,323.73
21:23:51,269.90,680.37,4.56,0.00,153.31,1101.32,452.08
21:23:52,266.90,680.37,4.56,0.00,153.39,1102.06,452.38
21:23:53,269.00,680.37,4.56,0.00,276.95,1106.00,699.47
21:23:54,266.00,680.37,4.56,0.00,157.39,1102.08,460.36
21:23:55,273.90,680.37,4.56,0.00,153.34,1033.84,452.18
21:23:56,271.90,685.87,4.60,0.00,153.66,1034.14,454.31
21:23:57,272.90,685.87,4.60,0.00,153.10,1223.37,450.29
21:23:58,271.90,685.87,4.60,0.00,153.54,1121.02,453.98
21:23:59,282.00,685.87,4.60,0.00,153.36,1103.79,452.28
21:24:00,297.00,685.87,4.60,0.00,157.37,1099.66,483.21
21:24:01,299.00,685.87,4.60,0.00,155.21,1099.68,467.31
21:24:02,275.00,685.87,4.60,0.00,225.63,1100.59,596.52
21:24:03,270.90,685.87,4.60,0.00,209.02,1278.86,574.99
21:24:04,275.90,685.87,4.60,0.00,153.63,1085.74,454.22
21:24:05,282.90,685.87,4.60,0.00,153.40,1279.44,452.39
21:24:06,280.00,685.87,4.60,0.00,153.39,1125.92,452.36
21:24:07,286.00,685.87,4.60,0.00,153.08,1101.76,451.45
21:24:08,265.00,685.87,4.60,0.00,153.40,1102.02,452.37
21:24:09,274.90,685.87,4.60,0.00,153.35,1101.68,452.23
21:24:10,265.90,685.87,4.60,0.00,154.99,1101.85,464.25
21:24:11,257.00,685.87,4.60,0.00,151.62,1102.82,439.93
21:24:12,260.90,685.87,4.60,0.00,152.79,1101.63,449.40
21:24:13,280.00,685.87,4.60,0.00,154.41,1102.15,454.41
21:24:14,267.90,685.87,4.60,0.00,246.06,1080.11,637.70
21:24:16,267.90,685.87,4.60,0.00,187.24,1125.70,520.01
21:24:17,269.90,685.87,4.60,0.00,153.33,1101.55,452.17
21:24:18,269.00,686.00,4.60,0.00,153.33,1101.56,452.18
21:24:19,269.90,686.00,4.60,0.00,153.34,1105.50,452.16
21:24:20,279.90,686.00,4.60,0.00,153.34,1093.63,452.19
21:24:21,266.90,686.00,4.60,0.00,153.12,1107.96,451.54
